,Unnamed: 0,word,sentence,context,Vision.M,Vision.SD,Hearing.M,Hearing.SD,Olfaction.M,Olfaction.SD,Interoception.M,Interoception.SD,Taste.M,Taste.SD,Touch.M,Touch.SD,count_perceptual,Foot_leg.M,Foot_leg.SD,Mouth_throat.M,Mouth_throat.SD,Torso.M,Torso.SD,Head.M,Head.SD,Hand_arm.M,Hand_arm.SD,count_action,distance_to_lancaster
10,11,atmosphere,It was a polluted atmosphere.,M2_b,3.30769230769231,1.31558702896054,1.0,1.4142135623731,2.46153846153846,1.6132464481796,2.15384615384615,1.77229389239642,0.461538461538462,0.967417922046845,0.923076923076923,1.11516355015296,13,0.722222222222222,1.36362646064933,1.88888888888889,1.87519062211847,0.444444444444444,0.855585263892997,2.38888888888889,1.97451077749845,1.0,1.53392997769474,18,0.06440545733006009
11,12,atmosphere,It was a tense atmosphere.,M1_a,2.5,1.97714210644832,1.75,1.81533868615599,0.75,1.21543108701099,3.33333333333333,1.82574185835055,0.25,0.621581560508061,0.916666666666667,1.62135371797393,12,0.923076923076923,1.25575597825496,1.38461538461538,1.55662356498831,0.923076923076923,1.18754217199071,3.15384615384615,1.40511884705849,1.46153846153846,1.66410058867569,13,0.09506987186324678
12,13,bail,He bailed out the defendant.,M1_b,2.4,1.34989711542111,2.1,1.59513148186739,0.4,0.966091783079296,1.2,1.61932770686548,0.2,0.632455532033676,0.3,0.674948557710553,10,1.45454545454545,1.6540649128528,1.86363636363636,1.95899523676357,0.590909090909091,0.959121170610586,2.04545454545455,1.73142585686927,2.0,1.57359158493889,22,0.06656062137342111
13,14,bail,He bailed out the liquid.,M2_b,2.63636363636364,1.81384764796917,1.72727272727273,1.72328087371066,0.318181818181818,0.646334988801409,0.545454545454545,1.14339814035152,0.0909090909090909,0.29424494316825,1.18181818181818,1.53177033080039,22,1.26315789473684,1.66139517217568,0.473684210526316,1.17229220156408,1.15789473684211,1.60772986587842,0.947368421052632,1.47096658359681,2.68421052631579,1.82734268448742,19,0.04415795953827639
14,15,bail,He bailed out the prisoner.,M1_a,3.4,1.5023790657297,2.06666666666667,1.79151438998513,0.0666666666666667,0.258198889747161,1.0,1.4638501094228,0.0,0.0,0.933333333333333,1.66761877566558,15,1.21052631578947,1.87317162316339,1.0,1.56347191994114,0.789473684210526,1.61860527644502,1.26315789473684,1.82093093600065,2.05263157894737,2.06757195791817,19,0.04108654056667871
15,16,bail,He bailed out the water.,M2_a,2.54545454545455,1.69491217257039,1.36363636363636,1.56669890360128,0.0909090909090909,0.301511344577764,0.727272727272727,1.42062726222673,0.454545454545455,1.50755672288882,1.18181818181818,1.25045446283996,11,1.9047619047619,1.72929933512859,0.904761904761905,1.26114082896249,2.0952380952381,1.4108423691101,1.42857142857143,1.53529894715748,3.04761904761905,1.53219419383414,21,0.061496348527216194
16,17,band,It was a country band.,M2_b,3.61538461538462,1.19292787840545,4.23076923076923,1.01273936708367,0.615384615384615,0.960768922830523,1.69230769230769,1.49357598761135,0.0769230769230769,0.277350098112615,0.692307692307692,0.85485041426511,13,1.91666666666667,1.93180849412436,2.41666666666667,2.12473357238577,1.20833333333333,1.53167049091951,2.0,2.16694535554385,2.79166666666667,1.76879144853366,24,0.07540922988046794
17,18,band,It was a gold band.,M1_a,3.26666666666667,1.79151438998513,1.53333333333333,2.26358333705864,0.0666666666666667,0.258198889747161,0.733333333333333,1.57963226582585,0.133333333333333,0.516397779494322,1.86666666666667,1.76743020337707,15,0.869565217391304,1.3916748518532,0.91304347826087,1.56417400445268,0.782608695652174,1.12639899838259,1.30434782608696,1.45960089839952,2.43478260869565,1.85438269455515,23,0.1445569593680729
18,19,band,It was a jazz band.,M2_a,3.8125,1.51520075677559,4.6875,0.79320026895272,0.4375,0.629152869605896,2.125,1.70782512765993,0.3125,0.704154339142587,1.25,1.6532795690183,16,1.8,1.8205179796656,3.0,1.77281052085584,0.8,1.42427926635594,2.2,1.85933936040274,3.06666666666667,2.05171240906805,15,0.08282347858461137
19,20,band,It was a rubber band.,M1_b,3.26666666666667,1.79151438998513,2.46666666666667,1.88477610139267,1.53333333333333,1.50554530541816,1.13333333333333,1.50554530541816,0.733333333333333,1.22279928657082,3.53333333333333,1.68466472572297,15,1.38095238095238,1.82964997953681,1.23809523809524,1.72929933512859,1.23809523809524,1.72929933512859,1.38095238095238,1.71686314178476,2.76190476190476,1.72929933512859,21,0.21452813698565676
20,21,bank,He banked the cash.,M2_b,2.3,2.05750658160146,0.4,0.699205898780101,0.3,0.674948557710553,0.4,0.843274042711568,0.0,0.0,1.9,1.66332999331662,10,0.555555555555556,0.921777197924954,0.333333333333333,0.685994340570035,0.666666666666667,1.02899151085505,2.11111111111111,1.90630189846849,2.05555555555556,1.62597381580184,18,0.09172894410239252
21,22,bank,He banked the helicopter.,M1_b,2.6875,2.05649377987551,1.8125,1.86971477325643,0.0625,0.25,1.5625,1.50416089564913,0.0,0.0,0.875,1.40830867828517,16,1.52941176470588,1.46277335303626,0.411764705882353,0.618346942400842,1.23529411764706,1.4374200745044,1.11764705882353,1.31730562803286,2.41176470588235,1.54348726628258,17,0.13201496374894472
22,23,bank,He banked the money.,M2_a,1.76923076923077,1.92153784566105,0.538461538461538,1.05003052458683,0.461538461538462,0.967417922046845,1.0,1.52752523165195,0.0,0.0,0.846153846153846,1.46322439872551,13,0.615384615384615,1.32529629004621,0.923076923076923,1.44115338424578,0.230769230769231,0.832050294337844,1.53846153846154,1.8536173919926,2.0,1.87082869338697,13,0.07927700491683465
23,24,bank,He banked the plane.,M1_a,1.82352941176471,1.81091462104261,1.58823529411765,1.46025783380075,0.294117647058824,0.985184366143778,0.941176470588235,1.2485285456936,0.235294117647059,0.970142500145332,0.882352941176471,1.36392599419729,17,1.6875,1.74045013334673,0.875,1.25830573921179,1.4375,1.71148084028617,0.875,1.5,2.3125,1.95682566077478,16,0.16344589227179263
24,25,barrier,There was a concrete barrier.,M1_b,3.63636363636364,1.68954001270922,0.363636363636364,0.80903983495589,0.0,0.0,0.454545454545455,1.03572548135463,0.0,0.0,2.90909090909091,1.57826141399614,11,1.93333333333333,1.94446712004919,0.8,1.78085051911399,2.06666666666667,2.12019765475724,1.93333333333333,1.94446712004919,2.13333333333333,2.06559111797729,15,0.005428481929698803
25,26,barrier,There was a language barrier.,M2_a,1.76470588235294,1.92124346988825,2.35294117647059,1.93459222029438,0.0,0.0,2.29411764705882,1.96101714303933,0.0588235294117647,0.242535625036333,0.941176470588235,1.7128407776007,17,1.5,1.73205080756888,2.1,2.12503869933802,1.5,2.03909164503269,1.65,1.84319516629483,2.5,1.82093093600065,20,0.22529154824301123
26,27,barrier,There was a police barrier.,M1_a,3.84615384615385,1.40511884705849,1.30769230769231,1.25064086135971,0.384615384615385,0.960768922830523,1.46153846153846,1.8536173919926,0.0,0.0,1.84615384615385,2.07549808665108,13,1.86666666666667,1.76743020337707,0.333333333333333,1.04653623694457,2.4,1.84390889145858,2.0,2.17124059336724,2.66666666666667,1.49602648308619,15,0.0466165228290536
27,28,barrier,There was a religious barrier.,M2_b,2.64285714285714,1.90574608273719,1.28571428571429,1.85756546332813,0.0714285714285714,0.267261241912424,1.92857142857143,2.01777812740365,0.0714285714285714,0.267261241912424,1.14285714285714,1.74784011137891,14,1.68,1.90875177362939,1.96,1.92527054375915,1.88,1.92180470738661,2.2,1.95789002074512,2.08,1.93476958145753,25,0.11825505249130841
28,29,bat,He saw a baseball bat.,M2_b,4.0,1.24721912892465,1.7,1.41813649241218,0.1,0.316227766016838,0.9,1.19721899973786,0.1,0.316227766016838,2.0,1.4142135623731,10,1.35,1.53125335660212,0.3,0.801314709186032,1.65,1.78517285024817,1.3,1.26074330623269,3.9,1.68272961207926,20,0.05540865077621682
29,30,bat,He saw a fruit bat.,M1_b,4.09090909090909,1.300349603341,2.54545454545455,2.06705763652765,0.818181818181818,1.07871977994119,1.0,1.34164078649987,0.454545454545455,0.934198732993827,2.18181818181818,1.94000937204859,11,0.214285714285714,0.42581531362632,0.5,0.94053994312596,0.571428571428571,1.34245960914949,1.71428571428571,2.01641614403725,1.35714285714286,1.78054195972172,14,0.050219969006661036
30,31,bat,He saw a furry bat.,M1_a,3.92857142857143,1.59152977759357,2.71428571428571,1.63747326125304,1.28571428571429,1.2666473875533,1.07142857142857,1.49173547429654,0.214285714285714,0.578934223521839,2.5,1.95133090676397,14,0.588235294117647,1.22774302733775,0.411764705882353,1.27763568405726,0.529411764705882,1.06757008311068,1.70588235294118,1.7594283831103,1.70588235294118,2.17269147264266,17,0.049168902092383004
31,32,bat,He saw a wooden bat.,M2_a,3.95238095238095,1.32430158219491,1.66666666666667,1.81681397180066,0.452380952380952,0.861150137114736,0.761904761904762,1.18547147787487,0.19047619047619,0.671296351920824,2.61904761904762,1.7523834772491,42,0.888888888888889,0.963381842865745,0.111111111111111,0.323380833381777,1.5,1.2485285456936,0.611111111111111,1.14475216371923,3.0,1.90972742126446,18,0.042225662414824505
32,33,beam,He saw the balance beam.,M2_b,3.2,2.04396129556745,0.3,0.948683298050514,0.6,1.34989711542111,1.1,1.66332999331662,0.0,0.0,1.8,2.34757558155453,10,2.625,1.76468989762581,0.166666666666667,0.56465970257328,1.54166666666667,1.41357292199487,0.75,1.15155849027383,1.66666666666667,1.57884566161117,24,0.18944615177544977
33,34,beam,He saw the bright beam.,M1_b,3.58333333333333,1.56427928995103,0.75,1.21543108701099,0.0,0.0,1.33333333333333,1.30267789455786,0.0,0.0,0.75,0.965307299163423,12,0.947368421052632,1.61498827689334,0.736842105263158,1.24016599530322,0.736842105263158,1.24016599530322,2.36842105263158,2.00583942848512,1.10526315789474,1.28645666861885,19,0.07504508290780731
34,35,beam,He saw the laser beam.,M1_a,4.24324324324324,1.03830538767651,1.08108108108108,1.57018007421616,0.108108108108108,0.515524747966347,0.837837837837838,1.36450059064182,0.162162162162162,0.687730305405377,0.783783783783784,1.377097090403,37,1.07142857142857,1.77435950369468,0.357142857142857,0.633323693776651,0.714285714285714,1.43733575268066,1.78571428571429,1.88836809598501,1.35714285714286,1.33630620956212,14,0.07322099709427043
35,36,beam,He saw the wood beam.,M2_a,3.08333333333333,1.44337567297406,1.58333333333333,1.37895436890245,1.16666666666667,1.33711584684304,1.08333333333333,1.50504203102489,0.583333333333333,0.996204919895622,2.16666666666667,1.52752523165195,12,1.36363636363636,1.70560573084488,0.590909090909091,1.22120513892711,1.04545454545455,1.6468519095903,1.36363636363636,1.7874018000453,1.36363636363636,1.61968411221961,22,0.14191500852844818
36,37,block,She had a mental block.,M2_a,0.681818181818182,1.36010819119464,0.25,0.781322671038714,0.0454545454545455,0.210707054941485,2.65909090909091,1.90401267606419,0.0454545454545455,0.210707054941485,0.681818181818182,1.3429008391716,44,1.71428571428571,2.26778683805536,0.857142857142857,1.16732059119908,1.5,2.06621169516358,3.42857142857143,1.91006587539583,2.21428571428571,2.39160620081572,14,0.23928161900720113
37,38,block,She had a toy block.,M1_a,2.81818181818182,1.53741222957161,1.0,1.73205080756888,0.545454545454545,1.03572548135463,0.454545454545455,0.820199532264724,0.272727272727273,0.904534033733291,1.81818181818182,1.60113596038449,11,0.857142857142857,1.29241234531773,0.5,1.01904933073014,0.642857142857143,1.00820807201863,0.785714285714286,1.36880472443164,2.5,2.21011659977825,14,0.04608947425480592
38,39,block,She had a wooden block.,M1_b,3.9,1.3703203194063,1.2,1.98885785202351,1.5,1.77951304200522,0.6,1.34989711542111,0.1,0.316227766016838,3.3,1.88856206322871,10,1.31578947368421,1.76549116801175,1.10526315789474,1.62940810119317,0.842105263157895,1.53706639395154,1.31578947368421,1.7013926184468,2.0,1.7950549357115,19,0.0802738583646323
39,40,block,She had a writer's block.,M2_b,2.0,2.04124145231932,0.846153846153846,1.34450448407296,0.230769230769231,0.832050294337844,2.0,1.91485421551268,0.230769230769231,0.832050294337844,1.0,1.4142135623731,13,1.3,1.92216982655156,1.3,1.78000591365073,1.4,1.87504385913616,2.5,2.11510855762212,2.55,1.70061908232205,20,0.08484210648136936
40,41,blood,He has coagulated blood.,M1_a,3.68181818181818,1.28679608168667,0.409090909090909,0.959121170610586,1.59090909090909,1.56324116620659,2.36363636363636,1.7874018000453,0.818181818181818,1.2960145368219,1.72727272727273,1.57908406790345,22,1.43478260869565,1.82970655760877,1.52173913043478,1.83078634912064,1.30434782608696,1.7434235548769,1.0,1.44599761096244,1.34782608695652,1.77376578478911,23,0.06543073102646679
41,42,blood,He has noble blood.,M2_a,2.3125,1.85180092522568,0.5625,1.09354164682162,1.875,1.78418982547635,1.6875,1.85180092522568,1.375,1.45487685618635,2.0625,1.842778698958,16,2.0,2.02614490051791,2.55,1.9324105480761,2.4,1.81803827184544,2.65,1.87153188029148,2.65,1.95407805694439,20,0.03570358880847102
42,43,blood,He has royal blood.,M2_b,2.85714285714286,1.91581044739026,0.642857142857143,1.44686094473747,1.64285714285714,1.69193302545856,2.21428571428571,1.88836809598501,0.928571428571429,1.59152977759357,1.5,1.69841555121689,14,1.82352941176471,1.77606637395844,1.64705882352941,1.96663343275343,2.41176470588235,1.87279281854039,2.35294117647059,1.80073514399634,2.70588235294118,1.99263349246521,17,0.038648250451827404
43,44,blood,He has thin blood.,M1_b,3.30769230769231,1.84321347039237,0.692307692307692,1.31558702896054,2.46153846153846,2.10615703020868,2.15384615384615,1.77229389239642,2.07692307692308,2.43110189219959,2.07692307692308,1.75411603861406,13,1.88235294117647,1.99632014407686,2.11764705882353,1.93269090069961,2.05882352941176,1.6759545129304,2.58823529411765,1.62245275468239,2.52941176470588,1.97223372913885,17,0.024438296838123263
44,45,board,It was the executive board.,M2_a,3.5,1.77951304200522,2.2,1.81352940116473,0.7,1.05934990547138,0.8,1.03279555898864,0.3,0.674948557710553,1.7,2.05750658160146,10,0.833333333333333,1.48749577416574,0.8,1.29721186422637,0.933333333333333,1.41258709425316,1.13333333333333,1.63440030831375,0.933333333333333,1.31131240743198,30,0.10032581308903055
45,46,board,It was the ironing board.,M1_a,3.09090909090909,2.16585066219005,1.63636363636364,1.96329963442809,0.909090909090909,1.44599761096244,0.727272727272727,1.42062726222673,0.0,0.0,3.0,1.94935886896179,11,1.1875,1.32759180473518,0.5,0.730296743340221,2.0,1.71269767715535,1.0625,1.56923548264752,2.5625,1.89626826512847,16,0.08122234276982176
46,47,board,It was the school board.,M2_b,2.85714285714286,1.95555000554213,2.14285714285714,1.70326125450528,0.0714285714285714,0.267261241912424,0.928571428571429,1.32805732697661,0.0714285714285714,0.267261241912424,0.785714285714286,1.25137287246211,14,0.857142857142857,1.51185789203691,1.42857142857143,1.82774706692675,0.928571428571429,1.43924583425785,1.92857142857143,2.05554730553075,1.42857142857143,1.65084061171111,14,0.18010866364270361
47,48,board,It was the wooden board.,M1_b,3.45238095238095,1.46840515696254,1.02380952380952,1.4053572627644,0.80952380952381,1.17365585262243,0.357142857142857,0.692166220394388,0.285714285714286,0.741972134303994,3.19047619047619,1.36574995458307,42,1.26666666666667,1.79151438998513,0.266666666666667,0.79880863671798,1.2,1.52127765851133,1.26666666666667,1.75119007154183,1.93333333333333,1.66761877566558,15,0.022986172847372477
48,49,book,He had a best-selling book.,M1_a,3.08333333333333,1.50504203102489,0.666666666666667,1.15470053837925,1.83333333333333,1.58592292219752,0.5,1.0,0.0833333333333333,0.288675134594813,2.91666666666667,2.02072594216369,12,0.470588235294118,1.00732610526728,1.47058823529412,1.90780132150938,0.588235294117647,0.939336436627724,3.88235294117647,1.26897364734145,2.64705882352941,1.80073514399634,17,0.035115619693473765
49,50,book,He had a heavy book.,M2_a,3.41666666666667,1.56427928995103,0.833333333333333,1.02985730108887,1.0,1.47709789175199,1.08333333333333,1.31137217055151,0.0833333333333333,0.288675134594813,3.33333333333333,1.87487373312218,12,0.357142857142857,0.633323693776651,0.142857142857143,0.534522483824849,0.571428571428571,1.01634985756236,2.35714285714286,2.0978796202592,3.5,1.34450448407296,14,0.04794431748425376
50,51,book,He had a leather-bound book.,M2_b,4.33333333333333,0.887625364598595,1.25,1.42222616792382,2.58333333333333,1.83195540504146,1.0,1.04446593573419,0.333333333333333,0.65133894727893,4.0,0.953462589245592,12,0.619047619047619,0.973457265430305,1.33333333333333,1.68325082306035,0.571428571428571,1.07570574840095,2.42857142857143,1.93833507349551,3.0952380952381,1.89485518984333,21,0.07043487616874033
51,52,book,He had a popular book.,M1_b,4.0,1.2810252304407,1.425,1.69293403327644,1.75,1.89127551586835,1.35,1.6725537053966,0.1,0.496138938356834,2.825,1.7958284996068,40,0.0909090909090909,0.29424494316825,1.36363636363636,1.70560573084488,0.545454545454545,0.857864054457777,3.22727272727273,1.82396267144912,3.27272727272727,1.93173541966847,22,0.031730238981315106
52,53,break,He broke the dish.,M1_b,4.08333333333333,1.24011240937215,3.83333333333333,1.64224532179869,0.25,0.621581560508061,1.91666666666667,2.19330938551907,0.0833333333333333,0.288675134594813,2.08333333333333,2.27469611690055,12,1.72222222222222,1.77583635823851,1.05555555555556,1.79778367547123,1.0,1.13759291798904,0.833333333333333,1.04318516770401,3.5,1.46528455377425,18,0.04615083724392788
53,54,break,He broke the glass.,M1_a,3.78571428571429,1.47692880035521,3.07142857142857,2.16490489093937,0.0714285714285714,0.267261241912424,1.0,1.30088727117598,0.0714285714285714,0.267261241912424,2.85714285714286,1.91581044739026,14,1.58333333333333,1.50504203102489,0.166666666666667,0.389249472080761,0.75,1.05528970602217,0.333333333333333,0.492365963917331,2.83333333333333,1.19341628287971,12,0.06550684788792682
54,55,break,He broke the law.,M2_a,1.9,1.91195071996,1.7,1.76698110409314,0.4,0.966091783079296,0.8,1.03279555898864,0.3,0.674948557710553,0.6,1.26491106406735,10,1.33333333333333,1.58865022072498,1.06666666666667,1.38701460836198,0.6,1.12122382116278,1.73333333333333,1.62422142520509,1.8,1.65615734242165,15,0.03991144366080479
55,56,break,He broke the promise.,M2_b,1.92105263157895,2.01858364778401,2.02631578947368,1.74738170314923,0.157894736842105,0.436590957643278,2.73684210526316,1.84074324774673,0.105263157894737,0.388307045144274,1.21052631578947,1.64658360047184,38,1.29411764705882,1.53153133670001,1.58823529411765,2.03281896419147,0.588235294117647,1.32565189291023,1.64705882352941,1.83511499880076,2.47058823529412,1.69991349260865,17,0.07918321218876856
56,57,breakfast,They ate a family breakfast.,M2_a,3.5,1.74311833748072,2.07142857142857,2.05554730553075,4.42857142857143,0.755928946018454,2.0,2.11223541811477,4.57142857142857,0.85163062725264,2.0,1.92153784566105,14,0.6875,1.07819293264239,4.1875,1.27638813323639,1.5,1.46059348668044,1.3125,1.66207701385947,2.3125,1.57982066492793,16,0.02059913135055147
57,58,breakfast,They ate a lonely breakfast.,M2_b,3.90909090909091,1.22102788293679,1.72727272727273,1.73729151790418,2.63636363636364,2.29227953237502,2.27272727272727,1.55505042303516,3.18181818181818,1.94000937204859,1.18181818181818,1.40129809949074,11,0.538461538461538,0.518874521662771,4.15384615384615,1.86396324383261,0.923076923076923,1.32045058354705,2.0,1.87082869338697,2.38461538461538,1.70970082853022,13,0.028162474347152355
58,59,breakfast,They ate a nutritious breakfast.,M1_b,3.47619047619048,1.36451631060415,0.80952380952381,1.20909253653505,3.80952380952381,1.47034171603228,2.0,1.84390889145858,4.28571428571429,1.41925533794512,2.0,1.67332005306815,21,0.8125,1.51520075677559,4.6875,1.01447851956888,1.6875,1.88745860881769,1.4375,1.59033539439537,2.8125,1.37689263682153,16,0.0154749843765416
59,60,breakfast,They ate a pancake breakfast.,M1_a,4.28571428571429,0.913873533463375,1.71428571428571,1.81568259800641,4.28571428571429,0.913873533463375,2.42857142857143,1.86935964825003,4.78571428571429,0.42581531362632,2.78571428571429,1.52812461375532,14,0.176470588235294,0.528594139870924,4.11764705882353,1.36392599419729,1.11764705882353,1.45268514057488,1.52941176470588,1.54586735600211,1.88235294117647,1.86689424383039,17,0.022972263284703698
60,61,call,They called the debt.,M2_b,1.2,1.56752762563945,3.2,1.52127765851133,0.133333333333333,0.516397779494322,0.933333333333333,1.16291915126588,0.133333333333333,0.516397779494322,0.266666666666667,0.593616839704664,15,0.333333333333333,0.65133894727893,3.5,1.97714210644832,1.0,1.34839972492648,2.91666666666667,2.02072594216369,1.66666666666667,1.82574185835055,12,0.009341436497402045
61,62,call,They called the landlord.,M1_a,1.4,1.88224789622864,4.26666666666667,0.961150104723255,0.0666666666666667,0.258198889747161,1.13333333333333,1.80739222823013,0.0666666666666667,0.258198889747161,0.466666666666667,0.833809387832792,15,0.733333333333333,1.57963226582585,3.33333333333333,1.75932887637249,0.533333333333333,1.12546286774228,2.26666666666667,1.83095083286825,2.86666666666667,1.64171803158706,15,0.021538275634257698
62,63,call,They called the loan.,M2_a,1.35714285714286,1.49908396938022,3.78571428571429,1.76192951175568,0.0714285714285714,0.267261241912424,0.928571428571429,1.14113881811014,0.0,0.0,0.571428571428571,1.28388147753274,14,0.166666666666667,0.514495755427527,3.5,1.82305496674256,0.333333333333333,0.840168050416806,2.0,1.23669388480168,2.0,1.87867287325545,18,0.011037155866867265
63,64,call,They called the police.,M1_b,3.35294117647059,1.57881191369445,4.0,1.2747548783982,0.117647058823529,0.332105582077536,2.0,1.87082869338697,0.117647058823529,0.332105582077536,1.0,1.45773797371133,17,0.53125,1.07716398847368,3.6875,1.76776695296637,0.40625,0.945596756448779,2.25,1.9344083032987,2.84375,1.60863346132773,32,0.060827127668554914
64,65,cape,It was a flowing cape.,M1_b,3.92857142857143,1.32805732697661,1.85714285714286,1.46009182309474,0.214285714285714,0.578934223521839,1.21428571428571,1.67233468441676,0.285714285714286,1.0690449676497,2.5,1.50639661750509,14,0.833333333333333,1.29478592370913,0.166666666666667,0.514495755427527,2.88888888888889,1.84355439584991,1.11111111111111,1.60473156593021,1.55555555555556,1.50380780304424,18,0.04361511763618087
65,66,cape,It was a red cape.,M1_a,3.25,1.91287503750007,1.33333333333333,1.49747261825525,0.0833333333333333,0.288675134594813,0.166666666666667,0.389249472080761,0.0,0.0,2.33333333333333,1.72328087371066,12,0.777777777777778,1.06027496741928,0.333333333333333,0.76696498884737,2.72222222222222,1.67351534046487,0.666666666666667,1.02899151085505,1.05555555555556,1.10996673093875,18,0.04187632752915482
66,67,cape,It was a rocky cape.,M2_a,3.42857142857143,1.65084061171111,1.5,1.69841555121689,0.571428571428571,0.937614461876991,1.0,1.10940039245046,0.214285714285714,0.42581531362632,2.14285714285714,1.87522892375398,14,1.2,1.60918416727562,0.6,1.50087693664316,1.3,1.6254554017745,0.75,1.37170658209707,1.15,1.38696943388321,20,0.08056856411117241
67,68,cape,It was an island cape.,M2_b,2.5,2.02864107603701,1.07142857142857,1.38476800135706,0.857142857142857,1.35062053300541,0.571428571428571,1.15786844704368,0.428571428571429,1.08940955880384,1.07142857142857,1.38476800135706,14,0.157894736842105,0.374634324632678,0.157894736842105,0.374634324632678,1.47368421052632,1.64547936455651,0.684210526315789,1.15723000589758,0.578947368421053,0.96123701977563,19,0.06258526617624349
68,69,case,It was a beer case.,M1_a,3.42857142857143,1.78516475060796,1.5,1.40054934277178,0.714285714285714,1.2666473875533,1.0,1.56892908110547,1.71428571428571,1.89852458619729,2.92857142857143,2.01777812740365,14,0.5625,0.813941029804985,0.8125,1.16726175299288,1.0625,1.48183444869302,1.125,1.45487685618635,2.3125,1.95682566077478,16,0.13186250798235466
