sentence1,sentence2,word,string,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs,n_params
He has thin blood.,He has noble blood.,blood,blood,False,0.0,0,7,7,0,108310272
He has thin blood.,He has royal blood.,blood,blood,False,0.0,0,7,7,0,108310272
He has coagulated blood.,He has thin blood.,blood,blood,True,0.03652479624507354,0,9,7,2,108310272
He has noble blood.,He has royal blood.,blood,blood,True,0.0,0,7,7,0,108310272
It was the ironing board.,It was the executive board.,board,board,False,0.02497377800237821,0,9,8,1,108310272
It was the ironing board.,It was the school board.,board,board,False,0.02497377800237821,0,9,8,1,108310272
It was the wooden board.,It was the executive board.,board,board,False,8.07533628854884e-09,0,8,8,0,108310272
It was the wooden board.,It was the school board.,board,board,False,8.07533628854884e-09,0,8,8,0,108310272
It was the ironing board.,It was the wooden board.,board,board,True,0.02497377800237821,0,9,8,1,108310272
It was the executive board.,It was the school board.,board,board,True,8.07533628854884e-09,0,8,8,0,108310272
He had a best-selling book.,He had a heavy book.,book,book,False,0.04191865717171683,0,10,8,2,108310272
He had a best-selling book.,He had a leather-bound book.,book,book,False,0.0,0,10,10,0,108310272
He had a popular book.,He had a heavy book.,book,book,False,0.0,0,8,8,0,108310272
He had a popular book.,He had a leather-bound book.,book,book,False,0.04191865717171683,0,8,10,2,108310272
He had a best-selling book.,He had a popular book.,book,book,True,0.04191865717171683,0,10,8,2,108310272
He had a heavy book.,He had a leather-bound book.,book,book,True,0.04191865717171683,0,8,10,2,108310272
He broke the glass.,He broke the law.,break,broke,False,0.0,0,7,7,0,108310272
He broke the glass.,He broke the promise.,break,broke,False,0.0,0,7,7,0,108310272
He broke the dish.,He broke the law.,break,broke,False,0.0,0,7,7,0,108310272
He broke the dish.,He broke the promise.,break,broke,False,0.0,0,7,7,0,108310272
He broke the glass.,He broke the dish.,break,broke,True,0.0,0,7,7,0,108310272
He broke the law.,He broke the promise.,break,broke,True,0.0,0,7,7,0,108310272
They ate a pancake breakfast.,They ate a family breakfast.,breakfast,breakfast,False,0.0262389614319134,0,9,8,1,108310272
They ate a pancake breakfast.,They ate a lonely breakfast.,breakfast,breakfast,False,0.0262389614319134,0,9,8,1,108310272
They ate a nutritious breakfast.,They ate a family breakfast.,breakfast,breakfast,False,0.03390513255163019,0,10,8,2,108310272
They ate a nutritious breakfast.,They ate a lonely breakfast.,breakfast,breakfast,False,0.03390513255163019,0,10,8,2,108310272
They ate a pancake breakfast.,They ate a nutritious breakfast.,breakfast,breakfast,True,0.025342997973560544,0,9,10,1,108310272
They ate a family breakfast.,They ate a lonely breakfast.,breakfast,breakfast,True,8.138832274795504e-09,0,8,8,0,108310272
They called the landlord.,They called the loan.,call,called,False,6.026147358895173e-10,0,7,7,0,108310272
They called the landlord.,They called the debt.,call,called,False,6.026147358895173e-10,0,7,7,0,108310272
They called the police.,They called the loan.,call,called,False,6.026147358895173e-10,0,7,7,0,108310272
They called the police.,They called the debt.,call,called,False,6.026147358895173e-10,0,7,7,0,108310272
They called the landlord.,They called the police.,call,called,True,6.026147358895173e-10,0,7,7,0,108310272
They called the loan.,They called the debt.,call,called,True,6.026147358895173e-10,0,7,7,0,108310272
It was a red cape.,It was a rocky cape.,cape,cape,False,2.1134922700838388e-09,0,8,8,0,108310272
It was a red cape.,It was an island cape.,cape,cape,False,2.1134922700838388e-09,0,8,8,0,108310272
It was a flowing cape.,It was a rocky cape.,cape,cape,False,2.1134922700838388e-09,0,8,8,0,108310272
It was a flowing cape.,It was an island cape.,cape,cape,False,2.1134922700838388e-09,0,8,8,0,108310272
It was a red cape.,It was a flowing cape.,cape,cape,True,2.1134922700838388e-09,0,8,8,0,108310272
It was a rocky cape.,It was an island cape.,cape,cape,True,2.1134922700838388e-09,0,8,8,0,108310272
It was a beer case.,It was a divorce case.,case,case,False,1.6675325564818877e-08,0,8,8,0,108310272
It was a beer case.,It was a criminal case.,case,case,False,1.6675325564818877e-08,0,8,8,0,108310272
It was a display case.,It was a divorce case.,case,case,False,1.6675325564818877e-08,0,8,8,0,108310272
It was a display case.,It was a criminal case.,case,case,False,1.6675325564818877e-08,0,8,8,0,108310272
It was a beer case.,It was a display case.,case,case,True,1.6675325564818877e-08,0,8,8,0,108310272
It was a divorce case.,It was a criminal case.,case,case,True,1.6675325564818877e-08,0,8,8,0,108310272
She cast a shadow.,She cast a spear.,cast,cast,False,1.7641152427749773e-08,0,7,7,0,108310272
She cast a shadow.,She cast a stone.,cast,cast,False,1.7641152427749773e-08,0,7,7,0,108310272
She cast a glow.,She cast a spear.,cast,cast,False,1.7641152427749773e-08,0,7,7,0,108310272
She cast a glow.,She cast a stone.,cast,cast,False,1.7641152427749773e-08,0,7,7,0,108310272
She cast a shadow.,She cast a glow.,cast,cast,True,1.7641152427749773e-08,0,7,7,0,108310272
She cast a spear.,She cast a stone.,cast,cast,True,1.7641152427749773e-08,0,7,7,0,108310272
It was a worthy cause.,It was a main cause.,cause,cause,False,0.0,0,8,8,0,108310272
It was a worthy cause.,It was a primary cause.,cause,cause,False,0.0,0,8,8,0,108310272
It was a political cause.,It was a main cause.,cause,cause,False,0.0,0,8,8,0,108310272
It was a political cause.,It was a primary cause.,cause,cause,False,0.0,0,8,8,0,108310272
It was a worthy cause.,It was a political cause.,cause,cause,True,0.0,0,8,8,0,108310272
It was a main cause.,It was a primary cause.,cause,cause,True,0.0,0,8,8,0,108310272
It was a skin cell.,It was a prison cell.,cell,cell,False,0.0,0,8,8,0,108310272
It was a skin cell.,It was a jail cell.,cell,cell,False,0.0,0,8,8,0,108310272
It was a brain cell.,It was a prison cell.,cell,cell,False,0.0,0,8,8,0,108310272
It was a brain cell.,It was a jail cell.,cell,cell,False,0.0,0,8,8,0,108310272
It was a skin cell.,It was a brain cell.,cell,cell,True,0.0,0,8,8,0,108310272
It was a prison cell.,It was a jail cell.,cell,cell,True,0.0,0,8,8,0,108310272
She had a devilish charm.,She had a gold charm.,charm,charm,False,0.024901158547700253,0,9,8,1,108310272
She had a devilish charm.,She had a good-luck charm.,charm,charm,False,0.023924304747891645,0,9,10,1,108310272
She had a natural charm.,She had a gold charm.,charm,charm,False,1.3192512859916405e-08,0,8,8,0,108310272
She had a natural charm.,She had a good-luck charm.,charm,charm,False,0.03204969933865576,0,8,10,2,108310272
She had a devilish charm.,She had a natural charm.,charm,charm,True,0.024901158547700253,0,9,8,1,108310272
She had a gold charm.,She had a good-luck charm.,charm,charm,True,0.03204969933865576,0,8,10,2,108310272
He checked the engine.,He checked the alibi.,check,checked,False,2.6467708025279535e-09,0,7,8,1,108310272
He checked the engine.,He checked the facts.,check,checked,False,2.6467708025279535e-09,0,7,7,0,108310272
He checked the oven.,He checked the alibi.,check,checked,False,2.6467708025279535e-09,0,7,8,1,108310272
He checked the oven.,He checked the facts.,check,checked,False,2.6467708025279535e-09,0,7,7,0,108310272
He checked the engine.,He checked the oven.,check,checked,True,2.6467708025279535e-09,0,7,7,0,108310272
He checked the alibi.,He checked the facts.,check,checked,True,2.6467708025279535e-09,0,8,7,1,108310272
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,False,1.2504417834513504e-08,0,10,10,0,108310272
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,False,0.03505062378051438,0,10,8,2,108310272
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,False,1.2504417834513504e-08,0,10,10,0,108310272
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,False,0.03505062378051438,0,10,8,2,108310272
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,True,1.2504417834513504e-08,0,10,10,0,108310272
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,True,0.03505062378051438,0,10,8,2,108310272
It was a perceptive class.,It was a boring class.,class,class,False,0.025964087299724437,0,9,8,1,108310272
It was a perceptive class.,It was a stimulating class.,class,class,False,0.025109672697116836,0,9,10,1,108310272
It was a misbehaving class.,It was a boring class.,class,class,False,0.03445417717950294,0,11,8,3,108310272
It was a misbehaving class.,It was a stimulating class.,class,class,False,0.025540739697650694,0,11,10,1,108310272
It was a perceptive class.,It was a misbehaving class.,class,class,True,0.033530364783788125,0,9,11,2,108310272
It was a boring class.,It was a stimulating class.,class,class,True,0.033575496338206334,0,8,10,2,108310272
He cleared the desk.,He cleared the path.,clear,cleared,False,9.000373002443496e-09,0,7,7,0,108310272
He cleared the desk.,He cleared the road.,clear,cleared,False,9.000373002443496e-09,0,7,7,0,108310272
He cleared the shelf.,He cleared the path.,clear,cleared,False,9.000373002443496e-09,0,7,7,0,108310272
He cleared the shelf.,He cleared the road.,clear,cleared,False,9.000373002443496e-09,0,7,7,0,108310272
He cleared the desk.,He cleared the shelf.,clear,cleared,True,9.000373002443496e-09,0,7,7,0,108310272
He cleared the path.,He cleared the road.,clear,cleared,True,9.000373002443496e-09,0,7,7,0,108310272
It was a film clip.,It was a hair clip.,clip,clip,False,2.0196651018267175e-09,0,8,8,0,108310272
It was a film clip.,It was a metal clip.,clip,clip,False,2.0196651018267175e-09,0,8,8,0,108310272
It was a video clip.,It was a hair clip.,clip,clip,False,2.0196651018267175e-09,0,8,8,0,108310272
It was a video clip.,It was a metal clip.,clip,clip,False,2.0196651018267175e-09,0,8,8,0,108310272
It was a film clip.,It was a video clip.,clip,clip,True,2.0196651018267175e-09,0,8,8,0,108310272
It was a hair clip.,It was a metal clip.,clip,clip,True,2.0196651018267175e-09,0,8,8,0,108310272
The dancer clogged.,The pipe clogged.,clog,clogged,False,9.81017800327777e-09,0,8,8,0,108310272
The dancer clogged.,The sink clogged.,clog,clogged,False,9.81017800327777e-09,0,8,8,0,108310272
The choreographer clogged.,The pipe clogged.,clog,clogged,False,9.81017800327777e-09,0,8,8,0,108310272
The choreographer clogged.,The sink clogged.,clog,clogged,False,9.81017800327777e-09,0,8,8,0,108310272
The dancer clogged.,The choreographer clogged.,clog,clogged,True,9.81017800327777e-09,0,8,8,0,108310272
The pipe clogged.,The sink clogged.,clog,clogged,True,9.81017800327777e-09,0,8,8,0,108310272
It was an icy cold.,It was a chest cold.,cold,cold,False,1.346665234880362e-08,0,8,8,0,108310272
It was an icy cold.,It was a common cold.,cold,cold,False,1.346665234880362e-08,0,8,8,0,108310272
It was a freezing cold.,It was a chest cold.,cold,cold,False,1.346665234880362e-08,0,8,8,0,108310272
It was a freezing cold.,It was a common cold.,cold,cold,False,1.346665234880362e-08,0,8,8,0,108310272
It was an icy cold.,It was a freezing cold.,cold,cold,True,1.346665234880362e-08,0,8,8,0,108310272
It was a chest cold.,It was a common cold.,cold,cold,True,1.346665234880362e-08,0,8,8,0,108310272
It was a gossip column.,It was a concrete column.,column,column,False,0.0,0,8,8,0,108310272
It was a gossip column.,It was a marble column.,column,column,False,0.0,0,8,8,0,108310272
It was a sports column.,It was a concrete column.,column,column,False,0.0,0,8,8,0,108310272
It was a sports column.,It was a marble column.,column,column,False,0.0,0,8,8,0,108310272
It was a gossip column.,It was a sports column.,column,column,True,0.0,0,8,8,0,108310272
It was a concrete column.,It was a marble column.,column,column,True,0.0,0,8,8,0,108310272
He liked the investment company.,He liked the pleasant company.,company,company,False,1.7042889211005274e-08,0,8,8,0,108310272
He liked the investment company.,He liked the polite company.,company,company,False,1.7042889211005274e-08,0,8,8,0,108310272
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,False,1.7042889211005274e-08,0,8,8,0,108310272
He liked the pharmaceutical company.,He liked the polite company.,company,company,False,1.7042889211005274e-08,0,8,8,0,108310272
He liked the investment company.,He liked the pharmaceutical company.,company,company,True,1.7042889211005274e-08,0,8,8,0,108310272
He liked the pleasant company.,He liked the polite company.,company,company,True,1.7042889211005274e-08,0,8,8,0,108310272
It was a waffle cone.,It was an orange cone.,cone,cone,False,0.023911769970242247,0,9,8,1,108310272
It was a waffle cone.,It was a traffic cone.,cone,cone,False,0.023911769970242247,0,9,8,1,108310272
It was a sugar cone.,It was an orange cone.,cone,cone,False,1.3334769288775306e-08,0,8,8,0,108310272
It was a sugar cone.,It was a traffic cone.,cone,cone,False,1.3334769288775306e-08,0,8,8,0,108310272
It was a waffle cone.,It was a sugar cone.,cone,cone,True,0.023911769970242247,0,9,8,1,108310272
It was an orange cone.,It was a traffic cone.,cone,cone,True,1.3334769288775306e-08,0,8,8,0,108310272
He made a charitable contribution.,He made a scholarly contribution.,contribution,contribution,False,1.4449746954525722e-09,0,8,8,0,108310272
He made a charitable contribution.,He made a well-written contribution.,contribution,contribution,False,0.03648013762554536,0,8,10,2,108310272
He made a voluntary contribution.,He made a scholarly contribution.,contribution,contribution,False,1.4449746954525722e-09,0,8,8,0,108310272
He made a voluntary contribution.,He made a well-written contribution.,contribution,contribution,False,0.03648013762554536,0,8,10,2,108310272
He made a charitable contribution.,He made a voluntary contribution.,contribution,contribution,True,1.4449746954525722e-09,0,8,8,0,108310272
He made a scholarly contribution.,He made a well-written contribution.,contribution,contribution,True,0.03648013762554536,0,8,10,2,108310272
That was the noble count.,That was the final count.,count,count,False,0.0,0,8,8,0,108310272
That was the noble count.,That was the correct count.,count,count,False,0.0,0,8,8,0,108310272
That was the vengeful count.,That was the final count.,count,count,False,0.0261081643893305,0,10,8,2,108310272
That was the vengeful count.,That was the correct count.,count,count,False,0.0261081643893305,0,10,8,2,108310272
That was the noble count.,That was the vengeful count.,count,count,True,0.0261081643893305,0,8,10,2,108310272
That was the final count.,That was the correct count.,count,count,True,0.0,0,8,8,0,108310272
It was an introductory course.,It was a charted course.,course,course,False,0.022999550253385292,0,9,8,1,108310272
It was an introductory course.,It was a collision course.,course,course,False,0.022999550253385292,0,9,8,1,108310272
It was a pass-fail course.,It was a charted course.,course,course,False,0.029815894005391974,0,10,8,2,108310272
It was a pass-fail course.,It was a collision course.,course,course,False,0.029815894005391974,0,10,8,2,108310272
It was an introductory course.,It was a pass-fail course.,course,course,True,0.02230538511373814,0,9,10,1,108310272
It was a charted course.,It was a collision course.,course,course,True,0.0,0,8,8,0,108310272
He crossed a road.,He crossed an enemy.,cross,crossed,False,0.0,0,7,7,0,108310272
He crossed a road.,He crossed a friend.,cross,crossed,False,0.0,0,7,7,0,108310272
He crossed a room.,He crossed an enemy.,cross,crossed,False,0.0,0,7,7,0,108310272
He crossed a room.,He crossed a friend.,cross,crossed,False,0.0,0,7,7,0,108310272
He crossed a road.,He crossed a room.,cross,crossed,True,0.0,0,7,7,0,108310272
He crossed an enemy.,He crossed a friend.,cross,crossed,True,0.0,0,7,7,0,108310272
It was a dinner date.,It was an expiration date.,date,date,False,0.024157111068298875,0,8,9,1,108310272
It was a dinner date.,It was a historical date.,date,date,False,1.8819232838751532e-08,0,8,8,0,108310272
It was a blind date.,It was an expiration date.,date,date,False,0.024157111068298875,0,8,9,1,108310272
It was a blind date.,It was a historical date.,date,date,False,1.8819232838751532e-08,0,8,8,0,108310272
It was a dinner date.,It was a blind date.,date,date,True,1.8819232838751532e-08,0,8,8,0,108310272
It was an expiration date.,It was a historical date.,date,date,True,0.024157111068298875,0,9,8,1,108310272
It was about forty degrees.,It was about associate degrees.,degree,degrees,False,1.1257687893007073e-08,0,8,8,0,108310272
It was about forty degrees.,It was about college degrees.,degree,degrees,False,1.1257687893007073e-08,0,8,8,0,108310272
It was about fifty degrees.,It was about associate degrees.,degree,degrees,False,1.1257687893007073e-08,0,8,8,0,108310272
It was about fifty degrees.,It was about college degrees.,degree,degrees,False,1.1257687893007073e-08,0,8,8,0,108310272
It was about forty degrees.,It was about fifty degrees.,degree,degrees,True,1.1257687893007073e-08,0,8,8,0,108310272
It was about associate degrees.,It was about college degrees.,degree,degrees,True,1.1257687893007073e-08,0,8,8,0,108310272
They liked the floral design.,They liked the product design.,design,design,False,0.0,0,8,8,0,108310272
They liked the floral design.,They liked the architectural design.,design,design,False,0.0,0,8,8,0,108310272
They liked the geometric design.,They liked the product design.,design,design,False,0.0,0,8,8,0,108310272
They liked the geometric design.,They liked the architectural design.,design,design,False,0.0,0,8,8,0,108310272
They liked the floral design.,They liked the geometric design.,design,design,True,0.0,0,8,8,0,108310272
They liked the product design.,They liked the architectural design.,design,design,True,0.0,0,8,8,0,108310272
They liked the turkey dinner.,They liked the formal dinner.,dinner,dinner,False,2.3372763280349318e-08,0,8,8,0,108310272
They liked the turkey dinner.,They liked the anniversary dinner.,dinner,dinner,False,2.3372763280349318e-08,0,8,8,0,108310272
They liked the light dinner.,They liked the formal dinner.,dinner,dinner,False,2.3372763280349318e-08,0,8,8,0,108310272
They liked the light dinner.,They liked the anniversary dinner.,dinner,dinner,False,2.3372763280349318e-08,0,8,8,0,108310272
They liked the turkey dinner.,They liked the light dinner.,dinner,dinner,True,2.3372763280349318e-08,0,8,8,0,108310272
They liked the formal dinner.,They liked the anniversary dinner.,dinner,dinner,True,2.3372763280349318e-08,0,8,8,0,108310272
They drained the account.,They drained the pool.,drain,drained,False,0.0,0,7,7,0,108310272
They drained the account.,They drained the pond.,drain,drained,False,0.0,0,7,7,0,108310272
They drained the budget.,They drained the pool.,drain,drained,False,0.0,0,7,7,0,108310272
They drained the budget.,They drained the pond.,drain,drained,False,0.0,0,7,7,0,108310272
They drained the account.,They drained the budget.,drain,drained,True,0.0,0,7,7,0,108310272
They drained the pool.,They drained the pond.,drain,drained,True,0.0,0,7,7,0,108310272
He drew a gun.,He drew a tree.,draw,drew,False,8.443915011646652e-09,0,7,7,0,108310272
He drew a gun.,They drew a picture.,draw,drew,False,8.443915011646652e-09,0,7,7,0,108310272
He drew a sword.,He drew a tree.,draw,drew,False,8.443915011646652e-09,0,7,7,0,108310272
He drew a sword.,They drew a picture.,draw,drew,False,8.443915011646652e-09,0,7,7,0,108310272
He drew a gun.,He drew a sword.,draw,drew,True,8.443915011646652e-09,0,7,7,0,108310272
He drew a tree.,They drew a picture.,draw,drew,True,8.443915011646652e-09,0,7,7,0,108310272
He had a recurring dream.,He had a childhood dream.,dream,dream,False,0.0,0,8,8,0,108310272
He had a recurring dream.,He had a career dream.,dream,dream,False,0.0,0,8,8,0,108310272
He had a bad dream.,He had a childhood dream.,dream,dream,False,0.0,0,8,8,0,108310272
He had a bad dream.,He had a career dream.,dream,dream,False,0.0,0,8,8,0,108310272
He had a recurring dream.,He had a bad dream.,dream,dream,True,0.0,0,8,8,0,108310272
He had a childhood dream.,He had a career dream.,dream,dream,True,0.0,0,8,8,0,108310272
It was a grueling drill.,It was an electric drill.,drill,drill,False,0.02779944022292813,0,10,8,2,108310272
It was a grueling drill.,It was a battery-powered drill.,drill,drill,False,0.0,0,10,10,0,108310272
It was a challenging drill.,It was an electric drill.,drill,drill,False,4.122547747620331e-09,0,8,8,0,108310272
It was a challenging drill.,It was a battery-powered drill.,drill,drill,False,0.02779944022292813,0,8,10,2,108310272
It was a grueling drill.,It was a challenging drill.,drill,drill,True,0.02779944022292813,0,10,8,2,108310272
It was an electric drill.,It was a battery-powered drill.,drill,drill,True,0.02779944022292813,0,8,10,2,108310272
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,False,0.02601825470722008,0,10,9,1,108310272
It was a multiple-choice examination.,It was a physical examination.,examination,examination,False,0.03492041168531401,0,10,8,2,108310272
It was a difficult examination.,It was a prostate examination.,examination,examination,False,0.02694652638367745,0,8,9,1,108310272
It was a difficult examination.,It was a physical examination.,examination,examination,False,0.0,0,8,8,0,108310272
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,True,0.03492041168531401,0,10,8,2,108310272
It was a prostate examination.,It was a physical examination.,examination,examination,True,0.02694652638367745,0,9,8,1,108310272
They had an electric fan.,They had a zealous fan.,fan,fan,False,0.0281087604233643,0,8,10,2,108310272
They had an electric fan.,They had an enthusiastic fan.,fan,fan,False,0.0,0,8,8,0,108310272
They had a ceiling fan.,They had a zealous fan.,fan,fan,False,0.0281087604233643,0,8,10,2,108310272
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,False,0.0,0,8,8,0,108310272
They had an electric fan.,They had a ceiling fan.,fan,fan,True,0.0,0,8,8,0,108310272
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,True,0.0281087604233643,0,10,8,2,108310272
She had a text file.,She had a nail file.,file,file,False,1.8348127350797938e-08,0,8,8,0,108310272
She had a text file.,She had a steel file.,file,file,False,1.8348127350797938e-08,0,8,8,0,108310272
She had a data file.,She had a nail file.,file,file,False,1.8348127350797938e-08,0,8,8,0,108310272
She had a data file.,She had a steel file.,file,file,False,1.8348127350797938e-08,0,8,8,0,108310272
She had a text file.,She had a data file.,file,file,True,1.8348127350797938e-08,0,8,8,0,108310272
She had a nail file.,She had a steel file.,file,file,True,1.8348127350797938e-08,0,8,8,0,108310272
It was an action film.,It was a transparent film.,film,film,False,0.0,0,8,8,0,108310272
It was an action film.,It was a plastic film.,film,film,False,0.0,0,8,8,0,108310272
It was a censored film.,It was a transparent film.,film,film,False,0.043760433238650975,0,10,8,2,108310272
It was a censored film.,It was a plastic film.,film,film,False,0.043760433238650975,0,10,8,2,108310272
It was an action film.,It was a censored film.,film,film,True,0.043760433238650975,0,8,10,2,108310272
It was a transparent film.,It was a plastic film.,film,film,True,0.0,0,8,8,0,108310272
They fixed the radio.,They fixed the date.,fix,fixed,False,0.0,0,7,7,0,108310272
They fixed the radio.,They fixed the price.,fix,fixed,False,0.0,0,7,7,0,108310272
They fixed the dishwasher.,They fixed the date.,fix,fixed,False,0.0,0,9,7,2,108310272
They fixed the dishwasher.,They fixed the price.,fix,fixed,False,0.0,0,9,7,2,108310272
